joubeaux,5517,https://www.joubeaux-immobilier.com/vente/27-eure/1-vernon/1-maison/t5/8797-maison-5-pieces/,336 000 €,151 m²,5 pièce,
joubeaux,5498,https://www.joubeaux-immobilier.com/vente/27-eure/1-vernon/1-maison/t4/8751-maison-de-plain-pied-situee-dans-un-quartier-recherche-de-vernon/,232 000 €,82 m²,,
joubeaux,5496,https://www.joubeaux-immobilier.com/vente/27-eure/1-vernon/1-maison/t4/8747-maison-a-vernon/,200 000 €,85 m²,,
joubeaux,5478,https://www.joubeaux-immobilier.com/vente/27-eure/1-vernon/1-maison/t6/8706-maison-en-plein-coeur-de-vernon-186m/,445 000 €,186m²,,
joubeaux,5491,https://www.joubeaux-immobilier.com/vente/27-eure/1-vernon/1-maison/t4/8702-maison-vernon-166m/,469 000 €,166m²,,
joubeaux,5474,https://www.joubeaux-immobilier.com/vente/27-eure/1-vernon/1-maison/t6/8688-maison-contemporaine-6-pieces-saint-marcel/,479 000 €,155 m²,6 pièce,
joubeaux,5455,https://www.joubeaux-immobilier.com/vente/27-eure/1-vernon/1-maison/t5/8653-belle-maison-familiale/,346 500 €,121 m²,,
joubeaux,5494,https://www.joubeaux-immobilier.com/vente/27-eure/1-vernon/1-maison/t9/8640-charmante-longere-proche-a13/,520 000 €,192 m²,,
joubeaux,5473,https://www.joubeaux-immobilier.com/vente/27-eure/1-vernon/1-maison/t6/8628-maison-6-pieces/,460 000 €,170 m²,6 pièce,
joubeaux,5499,https://www.joubeaux-immobilier.com/vente/27-eure/1-vernon/1-maison/t5/8626-spacieuse-maison-ancienne-a-10-minutes-de-vernon/,253 200 €,170 m²,,
joubeaux,5443,https://www.joubeaux-immobilier.com/vente/27-eure/1-vernon/1-maison/t4/8625-maison-de-plain-pied-4-pieces/,250 000 €,90 m²,4 pièce,
joubeaux,5438bis3,https://www.joubeaux-immobilier.com/vente/27-eure/1-vernon/1-maison/t2/8610-derniers-lots-pinel/,155 000 €,46 m²,,
joubeaux,5438bis2,https://www.joubeaux-immobilier.com/vente/27-eure/1-vernon/1-maison/t3/8609-maison-neuve-plain-pied-proche-vernon/,205 000 €,62 m²,,
joubeaux,5476,https://www.joubeaux-immobilier.com/vente/27-eure/1-vernon/1-maison/t5/8583-vernon-maison-4-chambres-sur-sous-sol/,335 000 €,120 m²,,4 chambre
joubeaux,5495,https://www.joubeaux-immobilier.com/vente/27-eure/1-vernon/1-maison/t6/8545-maison-de-charme-a-vernon/,389 000 €,145 m²,,
joubeaux,5349,https://www.joubeaux-immobilier.com/vente/27-eure/1-vernon/1-maison/t4/8385-maison-4-pieces/,260 000 €,82 m²,4 pièce,
joubeaux,5479,https://www.joubeaux-immobilier.com/vente/27-eure/1-vernon/1-maison/t5/8318-maison-hyper-centre-de-vernon/,360 000 €,160 m²,,
joubeaux,5484,https://www.joubeaux-immobilier.com/vente/27-eure/1-vernon/1-maison/t8/8213-/,315 000 €,212 m²,,
plaza,4004341,https://www.stephaneplazaimmobilier.com/immobilier-acheter/4004341/immeuble-hyper-centre-et-gare?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ0YXJnZXQiOiJidXkiLCJ0eXBlIjpbIjIiXSwibG9jYXRpb24iOlsiMjc2ODEiXSwic29ydCI6bnVsbH0.AeeRCpUZhJ45D_8-zMtCKSbeQT-3UnPDXSjVm8YldRs&index=0,544 000 €,214 m2,8 pièce,
plaza,4074872,https://www.stephaneplazaimmobilier.com/immobilier-acheter/4074872/maison-vernon-7-pieces-158-m2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ0YXJnZXQiOiJidXkiLCJ0eXBlIjpbIjIiXSwibG9jYXRpb24iOlsiMjc2ODEiXSwic29ydCI6bnVsbH0.AeeRCpUZhJ45D_8-zMtCKSbeQT-3UnPDXSjVm8YldRs&index=1,300 000 €,158 m2,7 pièce,1 chambre
plaza,1765217,https://www.stephaneplazaimmobilier.com/immobilier-acheter/1765217/maison-heubecourt-haricourt-6-pieces-128-m2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ0YXJnZXQiOiJidXkiLCJ0eXBlIjpbIjIiXSwibG9jYXRpb24iOlsiMjc2ODEiXSwic29ydCI6bnVsbH0.AeeRCpUZhJ45D_8-zMtCKSbeQT-3UnPDXSjVm8YldRs&index=2,326 000 €,128 m2,6 pièce,
plaza,3567607,https://www.stephaneplazaimmobilier.com/immobilier-acheter/3567607/maison-vernon-7-pieces-210-m2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ0YXJnZXQiOiJidXkiLCJ0eXBlIjpbIjIiXSwibG9jYXRpb24iOlsiMjc2ODEiXSwic29ydCI6bnVsbH0.AeeRCpUZhJ45D_8-zMtCKSbeQT-3UnPDXSjVm8YldRs&index=3,498 000 €,37 m²,7 pièce,4 chambres
plaza,4129204,https://www.stephaneplazaimmobilier.com/immobilier-acheter/4129204/maison-houlbec-cocherel-7-pieces-140-m2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ0YXJnZXQiOiJidXkiLCJ0eXBlIjpbIjIiXSwibG9jYXRpb24iOlsiMjc2ODEiXSwic29ydCI6bnVsbH0.AeeRCpUZhJ45D_8-zMtCKSbeQT-3UnPDXSjVm8YldRs&index=4,325 000 €,140 m2,7 pièce,1 chambre
plaza,3705666,https://www.stephaneplazaimmobilier.com/immobilier-acheter/3705666/maison-saint-pierre-dautils-7-pieces-229-m2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ0YXJnZXQiOiJidXkiLCJ0eXBlIjpbIjIiXSwibG9jYXRpb24iOlsiMjc2ODEiXSwic29ydCI6bnVsbH0.AeeRCpUZhJ45D_8-zMtCKSbeQT-3UnPDXSjVm8YldRs&index=5,523 000 €,228 m2,7 pièce,
plaza,4263827,https://www.stephaneplazaimmobilier.com/immobilier-acheter/4263827/maison-vernon-7-pieces-124-m2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ0YXJnZXQiOiJidXkiLCJ0eXBlIjpbIjIiXSwibG9jYXRpb24iOlsiMjc2ODEiXSwic29ydCI6bnVsbH0.AeeRCpUZhJ45D_8-zMtCKSbeQT-3UnPDXSjVm8YldRs&index=6,255 000 €,124 m2,7 pièce,
plaza,3722287,https://www.stephaneplazaimmobilier.com/immobilier-acheter/3722287/maison-vernon-7-pieces-120-m2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ0YXJnZXQiOiJidXkiLCJ0eXBlIjpbIjIiXSwibG9jYXRpb24iOlsiMjc2ODEiXSwic29ydCI6bnVsbH0.AeeRCpUZhJ45D_8-zMtCKSbeQT-3UnPDXSjVm8YldRs&index=7,259 000 €,120 m2,7 pièce,
plaza,3782728,https://www.stephaneplazaimmobilier.com/immobilier-acheter/3782728/maison-vernon-3-pieces-65-m2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ0YXJnZXQiOiJidXkiLCJ0eXBlIjpbIjIiXSwibG9jYXRpb24iOlsiMjc2ODEiXSwic29ydCI6bnVsbH0.AeeRCpUZhJ45D_8-zMtCKSbeQT-3UnPDXSjVm8YldRs&index=8,169 000 €,65 m2,3 pièce,2 chambres
